,household_key,WEEK_NO_BINNED,SALES_VALUE,COUPON_DISC,COUPON_DISC_BOOL
2430,304,"(72, 84]",1155.9300000000012,0.0,0.0
2431,304,"(84, 96]",672.7600000000004,,
2432,305,"(0, 12]",413.75000000000006,-9.75,1.0
2433,305,"(12, 24]",379.4400000000001,0.0,0.0
2434,305,"(24, 36]",495.7300000000003,-4.5,1.0
2435,305,"(36, 48]",375.0999999999999,0.0,0.0
2436,305,"(48, 60]",540.7500000000005,-5.0,1.0
2437,305,"(60, 72]",520.6000000000001,-10.1,1.0
2438,305,"(72, 84]",532.5,0.0,0.0
2439,305,"(84, 96]",305.94678571428574,,
2440,306,"(0, 12]",0.0,0.0,0.0
2441,306,"(12, 24]",562.6100000000002,-5.05,1.0
2442,306,"(24, 36]",693.6300000000005,-26.29,1.0
2443,306,"(36, 48]",509.25,-34.78,1.0
2444,306,"(48, 60]",708.5799999999999,-12.8,1.0
2445,306,"(60, 72]",607.3000000000001,-3.5,1.0
2446,306,"(72, 84]",636.5699999999998,-17.490000000000002,1.0
2447,306,"(84, 96]",481.3571428571428,,
2448,307,"(0, 12]",130.75999999999996,0.0,0.0
2449,307,"(12, 24]",203.13000000000005,0.0,0.0
2450,307,"(24, 36]",183.63000000000008,0.0,0.0
2451,307,"(36, 48]",450.43,0.0,0.0
2452,307,"(48, 60]",352.4900000000001,0.0,0.0
2453,307,"(60, 72]",346.9500000000003,0.0,0.0
2454,307,"(72, 84]",293.6800000000001,0.0,0.0
2455,307,"(84, 96]",280.1528571428572,,
2456,308,"(0, 12]",60.650000000000006,0.0,0.0
2457,308,"(12, 24]",141.64999999999995,0.0,0.0
2458,308,"(24, 36]",238.34999999999997,0.0,0.0
2459,308,"(36, 48]",87.16999999999999,0.0,0.0
2460,308,"(48, 60]",256.45000000000005,0.0,0.0
2461,308,"(60, 72]",455.6000000000004,0.0,0.0
2462,308,"(72, 84]",418.72000000000025,0.0,0.0
2463,308,"(84, 96]",236.94142857142865,,
2464,309,"(0, 12]",343.93,-0.5,1.0
2465,309,"(12, 24]",280.6600000000001,-2.5,1.0
2466,309,"(24, 36]",301.51000000000005,0.0,0.0
2467,309,"(36, 48]",465.6200000000004,0.0,0.0
2468,309,"(48, 60]",265.2100000000001,-2.0,1.0
2469,309,"(60, 72]",204.19,-0.5,1.0
2470,309,"(72, 84]",324.5500000000002,-0.5,1.0
2471,309,"(84, 96]",129.6142857142858,,
2472,310,"(0, 12]",80.86,0.0,0.0
2473,310,"(12, 24]",0.0,0.0,0.0
2474,310,"(24, 36]",0.0,0.0,0.0
2475,310,"(36, 48]",0.0,0.0,0.0
2476,310,"(48, 60]",0.0,0.0,0.0
2477,310,"(60, 72]",0.0,0.0,0.0
2478,310,"(72, 84]",30.21,0.0,0.0
2479,310,"(84, 96]",15.867142857142856,,
2480,311,"(0, 12]",153.35000000000002,0.0,0.0
2481,311,"(12, 24]",19.43,0.0,0.0
2482,311,"(24, 36]",146.45999999999998,0.0,0.0
2483,311,"(36, 48]",233.52999999999983,-1.0,1.0
2484,311,"(48, 60]",158.52,0.0,0.0
2485,311,"(60, 72]",160.14000000000004,0.0,0.0
2486,311,"(72, 84]",165.78000000000003,0.0,0.0
2487,311,"(84, 96]",109.52607142857143,,
2488,312,"(0, 12]",0.0,0.0,0.0
2489,312,"(12, 24]",347.71000000000026,-5.699999999999999,1.0
2490,312,"(24, 36]",360.82000000000016,-13.82,1.0
2491,312,"(36, 48]",295.55,-5.0,1.0
2492,312,"(48, 60]",417.65000000000026,-8.85,1.0
2493,312,"(60, 72]",523.9900000000001,-12.7,1.0
2494,312,"(72, 84]",280.08,-6.0,1.0
2495,312,"(84, 96]",292.8746428571429,,
2496,313,"(0, 12]",41.55,0.0,0.0
2497,313,"(12, 24]",50.99000000000001,0.0,0.0
2498,313,"(24, 36]",0.0,0.0,0.0
2499,313,"(36, 48]",0.0,0.0,0.0
2500,313,"(48, 60]",0.0,0.0,0.0
2501,313,"(60, 72]",0.0,0.0,0.0
2502,313,"(72, 84]",0.0,0.0,0.0
2503,313,"(84, 96]",13.22,,
2504,314,"(0, 12]",506.5999999999998,0.0,0.0
2505,314,"(12, 24]",222.77999999999997,0.0,0.0
2506,314,"(24, 36]",111.11,0.0,0.0
2507,314,"(36, 48]",91.09000000000005,0.0,0.0
2508,314,"(48, 60]",91.56,0.0,0.0
2509,314,"(60, 72]",565.02,0.0,0.0
2510,314,"(72, 84]",520.4200000000002,0.0,0.0
2511,314,"(84, 96]",226.2975000000001,,
2512,315,"(0, 12]",38.46,-0.55,1.0
2513,315,"(12, 24]",22.1,0.0,0.0
2514,315,"(24, 36]",0.0,0.0,0.0
2515,315,"(36, 48]",29.46,0.0,0.0
2516,315,"(48, 60]",13.029999999999998,0.0,0.0
2517,315,"(60, 72]",56.41000000000001,0.0,0.0
2518,315,"(72, 84]",5.7700000000000005,0.0,0.0
2519,315,"(84, 96]",10.042857142857137,,
2520,316,"(0, 12]",17.56,0.0,0.0
2521,316,"(12, 24]",83.61999999999998,0.0,0.0
2522,316,"(24, 36]",85.41,0.0,0.0
2523,316,"(36, 48]",40.0,0.0,0.0
2524,316,"(48, 60]",18.96,0.0,0.0
2525,316,"(60, 72]",14.339999999999998,0.0,0.0
2526,316,"(72, 84]",191.31,0.0,0.0
2527,316,"(84, 96]",64.45714285714286,,
2528,317,"(0, 12]",385.4200000000002,0.0,0.0
2529,317,"(12, 24]",790.6600000000007,-6.95,1.0
2530,317,"(24, 36]",517.9600000000003,-6.119999999999999,1.0
2531,317,"(36, 48]",1073.4700000000014,-13.750000000000002,1.0
2532,317,"(48, 60]",531.3600000000002,-1.0,1.0
2533,317,"(60, 72]",1005.5300000000002,-4.82,1.0
2534,317,"(72, 84]",772.7600000000001,-0.55,1.0
2535,317,"(84, 96]",534.6357142857144,,
2536,318,"(0, 12]",204.44,0.0,0.0
2537,318,"(12, 24]",134.07,0.0,0.0
2538,318,"(24, 36]",135.9,0.0,0.0
2539,318,"(36, 48]",80.29,0.0,0.0
2540,318,"(48, 60]",186.51999999999992,0.0,0.0
2541,318,"(60, 72]",192.84,0.0,0.0
2542,318,"(72, 84]",146.12,-3.5,1.0
2543,318,"(84, 96]",76.4271428571428,,
2544,319,"(0, 12]",488.19,0.0,0.0
2545,319,"(12, 24]",390.7900000000001,-0.55,1.0
2546,319,"(24, 36]",438.1200000000001,0.0,0.0
2547,319,"(36, 48]",472.63999999999993,0.0,0.0
2548,319,"(48, 60]",572.9000000000002,0.0,0.0
2549,319,"(60, 72]",650.0100000000007,-2.5,1.0
2550,319,"(72, 84]",398.8600000000002,-3.75,1.0
2551,319,"(84, 96]",284.95392857142883,,
2552,320,"(0, 12]",0.0,0.0,0.0
2553,320,"(12, 24]",36.56000000000001,0.0,0.0
2554,320,"(24, 36]",4.17,0.0,0.0
2555,320,"(36, 48]",73.06000000000002,0.0,0.0
2556,320,"(48, 60]",13.19,0.0,0.0
2557,320,"(60, 72]",198.73000000000005,0.0,0.0
2558,320,"(72, 84]",51.84,0.0,0.0
2559,320,"(84, 96]",53.9357142857143,,
2560,321,"(0, 12]",125.55,0.0,0.0
2561,321,"(12, 24]",1029.24,-18.44,1.0
2562,321,"(24, 36]",710.4299999999997,-13.849999999999998,1.0
2563,321,"(36, 48]",814.0300000000007,-2.85,1.0
2564,321,"(48, 60]",798.6300000000005,-26.700000000000003,1.0
2565,321,"(60, 72]",1021.6000000000006,-11.15,1.0
2566,321,"(72, 84]",507.2000000000004,-9.25,1.0
2567,321,"(84, 96]",488.1060714285719,,
2568,322,"(0, 12]",0.0,0.0,0.0
2569,322,"(12, 24]",132.22,0.0,0.0
2570,322,"(24, 36]",687.8700000000003,-1.0,1.0
2571,322,"(36, 48]",530.2400000000004,-1.0,1.0
2572,322,"(48, 60]",258.6,0.0,0.0
2573,322,"(60, 72]",294.23999999999984,0.0,0.0
2574,322,"(72, 84]",50.48000000000001,0.0,0.0
2575,322,"(84, 96]",144.4975,,
2576,323,"(0, 12]",26.91,0.0,0.0
2577,323,"(12, 24]",0.3,0.0,0.0
2578,323,"(24, 36]",10.61,0.0,0.0
2579,323,"(36, 48]",8.75,0.0,0.0
2580,323,"(48, 60]",4.19,0.0,0.0
2581,323,"(60, 72]",17.46,0.0,0.0
2582,323,"(72, 84]",5.24,0.0,0.0
2583,323,"(84, 96]",10.494285714285713,,
2584,324,"(0, 12]",347.5500000000002,0.0,0.0
2585,324,"(12, 24]",1127.1400000000012,0.0,0.0
2586,324,"(24, 36]",1161.3100000000013,-0.5,1.0
2587,324,"(36, 48]",1218.7300000000012,-2.0,1.0
2588,324,"(48, 60]",1270.0600000000009,-11.5,1.0
2589,324,"(60, 72]",780.0300000000003,-0.2,1.0
2590,324,"(72, 84]",1359.5900000000013,-20.3,1.0
2591,324,"(84, 96]",781.4560714285719,,
2592,325,"(0, 12]",72.61999999999999,0.0,0.0
2593,325,"(12, 24]",367.6500000000001,-9.54,1.0
2594,325,"(24, 36]",456.3000000000002,-1.65,1.0
2595,325,"(36, 48]",160.5,-3.0,1.0
2596,325,"(48, 60]",337.82,-7.85,1.0
2597,325,"(60, 72]",340.8300000000002,-1.0,1.0
2598,325,"(72, 84]",271.56,-2.75,1.0
2599,325,"(84, 96]",188.8807142857143,,
2600,326,"(0, 12]",0.0,0.0,0.0
2601,326,"(12, 24]",201.11,-4.0,1.0
2602,326,"(24, 36]",36.33,0.0,0.0
2603,326,"(36, 48]",0.0,0.0,0.0
2604,326,"(48, 60]",100.03999999999996,0.0,0.0
2605,326,"(60, 72]",0.0,0.0,0.0
2606,326,"(72, 84]",21.99,0.0,0.0
2607,326,"(84, 96]",-3.524285714285739,,
2608,327,"(0, 12]",55.23,0.0,0.0
2609,327,"(12, 24]",77.85000000000001,0.0,0.0
2610,327,"(24, 36]",64.70000000000002,0.0,0.0
2611,327,"(36, 48]",0.0,0.0,0.0
2612,327,"(48, 60]",10.01,0.0,0.0
2613,327,"(60, 72]",0.0,0.0,0.0
2614,327,"(72, 84]",0.0,0.0,0.0
2615,327,"(84, 96]",29.684285714285718,,
2616,328,"(0, 12]",496.07000000000033,-1.0,1.0
2617,328,"(12, 24]",2437.079999999999,0.0,0.0
2618,328,"(24, 36]",2171.99,-4.0,1.0
2619,328,"(36, 48]",2341.7099999999973,-2.0,1.0
2620,328,"(48, 60]",2233.440000000001,0.0,0.0
2621,328,"(60, 72]",2160.440000000004,0.0,0.0
2622,328,"(72, 84]",2373.469999999999,-0.2,1.0
2623,328,"(84, 96]",1566.0539285714299,,
2624,329,"(0, 12]",47.82,0.0,0.0
2625,329,"(12, 24]",254.84,0.0,0.0
2626,329,"(24, 36]",288.83000000000027,0.0,0.0
2627,329,"(36, 48]",416.8000000000002,0.0,0.0
2628,329,"(48, 60]",274.7399999999999,0.0,0.0
2629,329,"(60, 72]",295.3299999999999,0.0,0.0
2630,329,"(72, 84]",536.0800000000004,0.0,0.0
2631,329,"(84, 96]",302.06285714285724,,
2632,330,"(0, 12]",0.0,0.0,0.0
2633,330,"(12, 24]",27.249999999999996,0.0,0.0
2634,330,"(24, 36]",18.63,0.0,0.0
2635,330,"(36, 48]",53.83000000000001,0.0,0.0
2636,330,"(48, 60]",567.9899999999998,-0.5,1.0
2637,330,"(60, 72]",649.9900000000004,-2.25,1.0
2638,330,"(72, 84]",185.51000000000005,-0.55,1.0
2639,330,"(84, 96]",214.74285714285716,,
2640,331,"(0, 12]",0.0,0.0,0.0
2641,331,"(12, 24]",48.440000000000005,-0.55,1.0
2642,331,"(24, 36]",188.01,0.0,0.0
2643,331,"(36, 48]",279.71000000000004,0.0,0.0
2644,331,"(48, 60]",119.23000000000002,0.0,0.0
2645,331,"(60, 72]",212.36,0.0,0.0
2646,331,"(72, 84]",184.7,0.0,0.0
2647,331,"(84, 96]",147.49285714285716,,
2648,332,"(0, 12]",709.1300000000002,0.0,0.0
2649,332,"(12, 24]",477.64,-2.5,1.0
2650,332,"(24, 36]",277.25000000000017,0.0,0.0
2651,332,"(36, 48]",316.2199999999998,0.0,0.0
2652,332,"(48, 60]",616.7600000000001,0.0,0.0
2653,332,"(60, 72]",566.9500000000004,-1.0,1.0
2654,332,"(72, 84]",1067.0900000000004,-1.0,1.0
2655,332,"(84, 96]",458.5039285714288,,
2656,333,"(0, 12]",29.54,0.0,0.0
2657,333,"(12, 24]",185.66999999999996,0.0,0.0
2658,333,"(24, 36]",234.88,0.0,0.0
2659,333,"(36, 48]",369.8300000000001,0.0,0.0
2660,333,"(48, 60]",242.72999999999985,0.0,0.0
2661,333,"(60, 72]",63.90000000000001,0.0,0.0
2662,333,"(72, 84]",119.26999999999998,-1.35,1.0
2663,333,"(84, 96]",92.57642857142852,,
2664,334,"(0, 12]",212.67,-1.25,1.0
2665,334,"(12, 24]",729.6499999999999,-7.0,1.0
2666,334,"(24, 36]",589.56,-14.85,1.0
2667,334,"(36, 48]",862.4499999999995,-11.2,1.0
2668,334,"(48, 60]",739.1700000000004,-14.24,1.0
2669,334,"(60, 72]",671.0200000000002,-7.4,1.0
2670,334,"(72, 84]",443.35,-20.3,1.0
2671,334,"(84, 96]",381.03249999999997,,
2672,335,"(0, 12]",248.8,0.0,0.0
2673,335,"(12, 24]",384.4400000000001,0.0,0.0
2674,335,"(24, 36]",176.22000000000006,0.0,0.0
2675,335,"(36, 48]",442.4800000000002,0.0,0.0
2676,335,"(48, 60]",565.02,0.0,0.0
2677,335,"(60, 72]",486.2900000000001,0.0,0.0
2678,335,"(72, 84]",133.65999999999994,0.0,0.0
2679,335,"(84, 96]",200.5378571428571,,
2680,336,"(0, 12]",0.0,0.0,0.0
2681,336,"(12, 24]",207.5900000000001,0.0,0.0
2682,336,"(24, 36]",204.21000000000004,0.0,0.0
2683,336,"(36, 48]",349.38000000000017,-1.5,1.0
2684,336,"(48, 60]",46.85,0.0,0.0
2685,336,"(60, 72]",771.7300000000004,0.0,0.0
2686,336,"(72, 84]",1244.410000000002,-2.5,1.0
2687,336,"(84, 96]",403.45285714285757,,
2688,337,"(0, 12]",16.07,0.0,0.0
2689,337,"(12, 24]",62.8,-3.05,1.0
2690,337,"(24, 36]",194.86,0.0,0.0
2691,337,"(36, 48]",265.72,0.0,0.0
2692,337,"(48, 60]",65.01,-0.75,1.0
2693,337,"(60, 72]",129.19,-12.5,1.0
2694,337,"(72, 84]",103.28000000000004,-2.85,1.0
2695,337,"(84, 96]",88.12642857142858,,
2696,338,"(0, 12]",0.0,0.0,0.0
2697,338,"(12, 24]",17.1,0.0,0.0
2698,338,"(24, 36]",293.58,0.0,0.0
2699,338,"(36, 48]",280.0000000000001,0.0,0.0
2700,338,"(48, 60]",309.3500000000001,0.0,0.0
2701,338,"(60, 72]",457.9299999999998,0.0,0.0
2702,338,"(72, 84]",289.4700000000001,0.0,0.0
2703,338,"(84, 96]",235.34714285714287,,
2704,339,"(0, 12]",0.0,0.0,0.0
2705,339,"(12, 24]",290.3,0.0,0.0
2706,339,"(24, 36]",154.43,-0.4,1.0
2707,339,"(36, 48]",330.1400000000001,-1.0,1.0
2708,339,"(48, 60]",294.94999999999993,-2.25,1.0
2709,339,"(60, 72]",333.29,-2.5,1.0
2710,339,"(72, 84]",105.93000000000002,0.0,0.0
2711,339,"(84, 96]",166.10535714285717,,
2712,340,"(0, 12]",140.02999999999994,0.0,0.0
2713,340,"(12, 24]",33.77,0.0,0.0
2714,340,"(24, 36]",296.24000000000007,0.0,0.0
2715,340,"(36, 48]",258.9099999999999,0.0,0.0
2716,340,"(48, 60]",87.93,0.0,0.0
2717,340,"(60, 72]",87.28999999999999,0.0,0.0
2718,340,"(72, 84]",143.61,0.0,0.0
2719,340,"(84, 96]",65.1417857142857,,
2720,341,"(0, 12]",0.0,0.0,0.0
2721,341,"(12, 24]",29.090000000000003,-2.0,1.0
2722,341,"(24, 36]",75.73000000000009,0.0,0.0
2723,341,"(36, 48]",131.4600000000001,0.0,0.0
2724,341,"(48, 60]",16.16,0.0,0.0
2725,341,"(60, 72]",121.94,-1.5,1.0
2726,341,"(72, 84]",18.43,-2.69,1.0
2727,341,"(84, 96]",56.11571428571432,,
2728,342,"(0, 12]",0.0,0.0,0.0
2729,342,"(12, 24]",48.74000000000001,0.0,0.0
2730,342,"(24, 36]",452.7400000000002,-1.85,1.0
2731,342,"(36, 48]",543.1500000000002,-1.5,1.0
2732,342,"(48, 60]",26.090000000000003,0.0,0.0
2733,342,"(60, 72]",225.42,-0.88,1.0
2734,342,"(72, 84]",363.8700000000001,-5.0,1.0
2735,342,"(84, 96]",227.67785714285722,,
2736,343,"(0, 12]",132.32,0.0,0.0
2737,343,"(12, 24]",123.71000000000004,0.0,0.0
2738,343,"(24, 36]",118.71999999999998,0.0,0.0
2739,343,"(36, 48]",205.67000000000004,0.0,0.0
2740,343,"(48, 60]",280.9200000000001,-1.3,1.0
2741,343,"(60, 72]",78.58000000000001,0.0,0.0
2742,343,"(72, 84]",110.18,0.0,0.0
2743,343,"(84, 96]",75.59857142857143,,
2744,344,"(0, 12]",0.0,0.0,0.0
2745,344,"(12, 24]",348.35,-4.25,1.0
2746,344,"(24, 36]",1189.4799999999998,-19.5,1.0
2747,344,"(36, 48]",165.77,0.0,0.0
2748,344,"(48, 60]",227.85,-2.1,1.0
2749,344,"(60, 72]",38.5,0.0,0.0
2750,344,"(72, 84]",138.86,-1.0,1.0
2751,344,"(84, 96]",25.834642857142853,,
2752,345,"(0, 12]",282.5800000000001,0.0,0.0
2753,345,"(12, 24]",336.4100000000004,0.0,0.0
2754,345,"(24, 36]",398.9700000000002,0.0,0.0
2755,345,"(36, 48]",423.1899999999999,0.0,0.0
2756,345,"(48, 60]",740.4900000000004,-2.05,1.0
2757,345,"(60, 72]",536.5699999999999,-4.5,1.0
2758,345,"(72, 84]",1197.7200000000007,-9.45,1.0
2759,345,"(84, 96]",559.4185714285717,,
2760,346,"(0, 12]",0.0,0.0,0.0
2761,346,"(12, 24]",83.39999999999998,0.0,0.0
2762,346,"(24, 36]",258.55000000000007,0.0,0.0
2763,346,"(36, 48]",780.1500000000005,-1.0,1.0
2764,346,"(48, 60]",886.4300000000011,-1.0,1.0
2765,346,"(60, 72]",925.9300000000004,-2.0,1.0
2766,346,"(72, 84]",1287.8100000000002,0.0,0.0
2767,346,"(84, 96]",603.1814285714289,,
2768,347,"(0, 12]",258.37,0.0,0.0
2769,347,"(12, 24]",46.93000000000001,0.0,0.0
2770,347,"(24, 36]",59.51,0.0,0.0
2771,347,"(36, 48]",99.84,0.0,0.0
2772,347,"(48, 60]",0.0,0.0,0.0
2773,347,"(60, 72]",21.24,0.0,0.0
2774,347,"(72, 84]",0.0,0.0,0.0
2775,347,"(84, 96]",69.41285714285713,,
2776,348,"(0, 12]",0.0,0.0,0.0
2777,348,"(12, 24]",41.73,0.0,0.0
2778,348,"(24, 36]",73.91000000000003,0.0,0.0
2779,348,"(36, 48]",77.25,0.0,0.0
2780,348,"(48, 60]",450.1100000000004,0.0,0.0
2781,348,"(60, 72]",502.24000000000007,0.0,0.0
2782,348,"(72, 84]",313.5400000000001,0.0,0.0
2783,348,"(84, 96]",208.39714285714294,,
2784,349,"(0, 12]",0.0,0.0,0.0
2785,349,"(12, 24]",102.14,0.0,0.0
2786,349,"(24, 36]",0.0,0.0,0.0
2787,349,"(36, 48]",34.1,0.0,0.0
2788,349,"(48, 60]",0.0,0.0,0.0
2789,349,"(60, 72]",31.74000000000001,0.0,0.0
2790,349,"(72, 84]",57.84,0.0,0.0
2791,349,"(84, 96]",19.635714285714293,,
2792,350,"(0, 12]",532.44,0.0,0.0
2793,350,"(12, 24]",421.00000000000006,0.0,0.0
2794,350,"(24, 36]",158.91,0.0,0.0
2795,350,"(36, 48]",282.75,0.0,0.0
2796,350,"(48, 60]",249.04,0.0,0.0
2797,350,"(60, 72]",444.92,0.0,0.0
2798,350,"(72, 84]",325.13000000000005,0.0,0.0
2799,350,"(84, 96]",120.58928571428561,,
2800,351,"(0, 12]",0.0,0.0,0.0
2801,351,"(12, 24]",553.0500000000003,-1.5,1.0
2802,351,"(24, 36]",1030.4200000000003,0.0,0.0
2803,351,"(36, 48]",1369.700000000001,-1.0,1.0
2804,351,"(48, 60]",967.9700000000012,-4.99,1.0
2805,351,"(60, 72]",1388.6900000000012,-3.65,1.0
2806,351,"(72, 84]",1003.7000000000012,-0.5,1.0
2807,351,"(84, 96]",901.932857142858,,
2808,352,"(0, 12]",0.0,0.0,0.0
2809,352,"(12, 24]",64.77000000000001,0.0,0.0
2810,352,"(24, 36]",52.66,0.0,0.0
2811,352,"(36, 48]",0.0,0.0,0.0
2812,352,"(48, 60]",0.0,0.0,0.0
2813,352,"(60, 72]",0.0,0.0,0.0
2814,352,"(72, 84]",0.0,0.0,0.0
2815,352,"(84, 96]",16.775714285714287,,
2816,353,"(0, 12]",0.0,0.0,0.0
2817,353,"(12, 24]",142.61,0.0,0.0
2818,353,"(24, 36]",523.3300000000004,-1.0,1.0
2819,353,"(36, 48]",476.3400000000002,0.0,0.0
2820,353,"(48, 60]",294.68,0.0,0.0
2821,353,"(60, 72]",586.8100000000003,-0.35,1.0
2822,353,"(72, 84]",536.8100000000002,-2.6500000000000004,1.0
2823,353,"(84, 96]",365.797142857143,,
2824,354,"(0, 12]",0.0,0.0,0.0
2825,354,"(12, 24]",1604.1200000000017,0.0,0.0
2826,354,"(24, 36]",1348.3800000000026,0.0,0.0
2827,354,"(36, 48]",1115.4800000000012,0.0,0.0
2828,354,"(48, 60]",656.5599999999997,-35.22,1.0
2829,354,"(60, 72]",1224.1700000000012,-12.24,1.0
2830,354,"(72, 84]",894.9400000000016,-35.3,1.0
2831,354,"(84, 96]",620.9500000000007,,
2832,355,"(0, 12]",97.49,0.0,0.0
2833,355,"(12, 24]",7.289999999999999,0.0,0.0
2834,355,"(24, 36]",91.5,0.0,0.0
2835,355,"(36, 48]",32.56,0.0,0.0
2836,355,"(48, 60]",111.5,0.0,0.0
2837,355,"(60, 72]",0.0,0.0,0.0
2838,355,"(72, 84]",0.0,0.0,0.0
2839,355,"(84, 96]",-6.445357142857134,,
2840,356,"(0, 12]",0.0,0.0,0.0
2841,356,"(12, 24]",552.6,-2.0,1.0
2842,356,"(24, 36]",128.62,0.0,0.0
2843,356,"(36, 48]",289.60000000000014,0.0,0.0
2844,356,"(48, 60]",289.3500000000001,0.0,0.0
2845,356,"(60, 72]",566.5999999999999,-2.5,1.0
2846,356,"(72, 84]",392.0300000000001,0.0,0.0
2847,356,"(84, 96]",304.7164285714286,,
2848,357,"(0, 12]",0.0,0.0,0.0
2849,357,"(12, 24]",20.61,0.0,0.0
2850,357,"(24, 36]",0.0,0.0,0.0
2851,357,"(36, 48]",268.14,0.0,0.0
2852,357,"(48, 60]",293.1699999999999,0.0,0.0
2853,357,"(60, 72]",6.99,0.0,0.0
2854,357,"(72, 84]",406.69999999999993,-0.55,1.0
2855,357,"(84, 96]",142.22999999999996,,
2856,358,"(0, 12]",0.0,0.0,0.0
2857,358,"(12, 24]",1113.740000000001,0.0,0.0
2858,358,"(24, 36]",1184.2800000000004,-1.2,1.0
2859,358,"(36, 48]",2548.469999999996,-3.12,1.0
2860,358,"(48, 60]",1495.3700000000022,0.0,0.0
2861,358,"(60, 72]",1862.9900000000025,-2.5,1.0
2862,358,"(72, 84]",1933.280000000004,-2.5,1.0
2863,358,"(84, 96]",1448.3042857142866,,
2864,359,"(0, 12]",172.85000000000005,0.0,0.0
2865,359,"(12, 24]",0.0,0.0,0.0
2866,359,"(24, 36]",0.0,0.0,0.0
2867,359,"(36, 48]",0.0,0.0,0.0
2868,359,"(48, 60]",0.0,0.0,0.0
2869,359,"(60, 72]",0.0,0.0,0.0
2870,359,"(72, 84]",0.0,0.0,0.0
2871,359,"(84, 96]",24.69285714285715,,
2872,360,"(0, 12]",0.0,0.0,0.0
2873,360,"(12, 24]",86.52,0.0,0.0
2874,360,"(24, 36]",116.06,0.0,0.0
2875,360,"(36, 48]",17.55,0.0,0.0
2876,360,"(48, 60]",0.0,0.0,0.0
2877,360,"(60, 72]",75.38000000000002,0.0,0.0
2878,360,"(72, 84]",35.13,0.0,0.0
2879,360,"(84, 96]",20.086785714285718,,
2880,361,"(0, 12]",782.0600000000003,0.0,0.0
2881,361,"(12, 24]",1232.6700000000008,-5.5,1.0
2882,361,"(24, 36]",860.5800000000002,-2.5,1.0
2883,361,"(36, 48]",1032.6100000000004,-3.75,1.0
2884,361,"(48, 60]",822.2100000000007,0.0,0.0
2885,361,"(60, 72]",1113.8500000000008,-4.94,1.0
2886,361,"(72, 84]",917.65,-4.5,1.0
2887,361,"(84, 96]",496.9835714285715,,
2888,362,"(0, 12]",298.6500000000001,0.0,0.0
2889,362,"(12, 24]",445.8400000000003,-0.75,1.0
2890,362,"(24, 36]",290.99000000000007,-1.5,1.0
2891,362,"(36, 48]",387.7400000000001,-5.5,1.0
2892,362,"(48, 60]",393.0100000000004,-8.93,1.0
2893,362,"(60, 72]",343.4700000000001,-1.0,1.0
2894,362,"(72, 84]",306.22,0.0,0.0
2895,362,"(84, 96]",167.56464285714287,,
2896,363,"(0, 12]",0.0,0.0,0.0
2897,363,"(12, 24]",11.0,0.0,0.0
2898,363,"(24, 36]",0.0,0.0,0.0
2899,363,"(36, 48]",0.0,0.0,0.0
2900,363,"(48, 60]",0.0,0.0,0.0
2901,363,"(60, 72]",34.410000000000004,0.0,0.0
2902,363,"(72, 84]",6.99,0.0,0.0
2903,363,"(84, 96]",7.485714285714287,,
2904,364,"(0, 12]",306.7200000000003,0.0,0.0
2905,364,"(12, 24]",553.2200000000004,0.0,0.0
2906,364,"(24, 36]",559.1100000000002,0.0,0.0
2907,364,"(36, 48]",463.3400000000001,-4.0,1.0
2908,364,"(48, 60]",273.14,0.0,0.0
2909,364,"(60, 72]",164.0,0.0,0.0
2910,364,"(72, 84]",2.29,0.0,0.0
2911,364,"(84, 96]",-46.05214285714305,,
2912,365,"(0, 12]",667.2499999999999,0.0,0.0
2913,365,"(12, 24]",1130.35,-2.5,1.0
2914,365,"(24, 36]",1016.3300000000004,-1.0,1.0
2915,365,"(36, 48]",1070.5500000000004,0.0,0.0
2916,365,"(48, 60]",667.7599999999998,-0.55,1.0
2917,365,"(60, 72]",697.7600000000004,-1.0,1.0
2918,365,"(72, 84]",878.9699999999999,0.0,0.0
2919,365,"(84, 96]",375.79178571428565,,
2920,366,"(0, 12]",6.35,0.0,0.0
2921,366,"(12, 24]",49.79,0.0,0.0
2922,366,"(24, 36]",235.64000000000004,0.0,0.0
2923,366,"(36, 48]",97.06,0.0,0.0
2924,366,"(48, 60]",40.72000000000001,0.0,0.0
2925,366,"(60, 72]",86.94999999999997,0.0,0.0
2926,366,"(72, 84]",58.290000000000006,0.0,0.0
2927,366,"(84, 96]",44.83071428571428,,
2928,367,"(0, 12]",505.5200000000003,-19.25,1.0
2929,367,"(12, 24]",943.3699999999998,-30.840000000000003,1.0
2930,367,"(24, 36]",674.1600000000004,-16.74,1.0
2931,367,"(36, 48]",798.4399999999999,-25.530000000000005,1.0
2932,367,"(48, 60]",679.9900000000002,-32.25000000000001,1.0
2933,367,"(60, 72]",1018.2100000000002,-44.64999999999999,1.0
2934,367,"(72, 84]",880.9699999999998,-29.04,1.0
2935,367,"(84, 96]",530.2464285714284,,
2936,368,"(0, 12]",135.49,0.0,0.0
2937,368,"(12, 24]",462.5500000000002,-1.0,1.0
2938,368,"(24, 36]",421.6600000000003,0.0,0.0
2939,368,"(36, 48]",39.010000000000005,0.0,0.0
2940,368,"(48, 60]",45.00000000000001,0.0,0.0
2941,368,"(60, 72]",0.0,0.0,0.0
2942,368,"(72, 84]",8.72,0.0,0.0
2943,368,"(84, 96]",-100.76250000000005,,
