household_key,WEEK_NO_BINNED,SALES_VALUE,COUPON_DISC,COUPON_DISC_BOOL
184,"(36, 48]",952.5100000000002,-1.0,1.0
184,"(48, 60]",980.5200000000004,-12.0,1.0
184,"(60, 72]",1198.1900000000003,-1.0,1.0
184,"(72, 84]",1016.5600000000001,-3.5,1.0
184,"(84, 96]",,,
185,"(0, 12]",49.36999999999999,0.0,0.0
185,"(12, 24]",97.49,-2.5,1.0
185,"(24, 36]",221.4,0.0,0.0
185,"(36, 48]",228.85,0.0,0.0
185,"(48, 60]",565.74,0.0,0.0
185,"(60, 72]",264.5400000000001,-2.5,1.0
185,"(72, 84]",148.14999999999998,0.0,0.0
185,"(84, 96]",,,
186,"(0, 12]",0.0,0.0,0.0
186,"(12, 24]",15.74,0.0,0.0
186,"(24, 36]",0.0,0.0,0.0
186,"(36, 48]",0.0,0.0,0.0
186,"(48, 60]",38.41,0.0,0.0
186,"(60, 72]",0.0,0.0,0.0
186,"(72, 84]",0.0,0.0,0.0
186,"(84, 96]",,,
187,"(0, 12]",51.23000000000001,0.0,0.0
187,"(12, 24]",247.15999999999994,0.0,0.0
187,"(24, 36]",51.22,0.0,0.0
187,"(36, 48]",32.47,0.0,0.0
187,"(48, 60]",67.42999999999999,-4.0,1.0
187,"(60, 72]",54.55,0.0,0.0
187,"(72, 84]",25.83,0.0,0.0
187,"(84, 96]",,,
188,"(0, 12]",135.91000000000003,0.0,0.0
188,"(12, 24]",25.889999999999997,0.0,0.0
188,"(24, 36]",299.23000000000013,0.0,0.0
188,"(36, 48]",904.5100000000001,0.0,0.0
188,"(48, 60]",335.59999999999997,0.0,0.0
188,"(60, 72]",0.0,0.0,0.0
188,"(72, 84]",3.0,0.0,0.0
188,"(84, 96]",,,
189,"(0, 12]",15.61,0.0,0.0
189,"(12, 24]",33.71,0.0,0.0
189,"(24, 36]",86.98000000000002,0.0,0.0
189,"(36, 48]",148.35,0.0,0.0
189,"(48, 60]",62.37,0.0,0.0
189,"(60, 72]",221.15,0.0,0.0
189,"(72, 84]",119.49999999999997,0.0,0.0
189,"(84, 96]",,,
190,"(0, 12]",0.0,0.0,0.0
190,"(12, 24]",99.92999999999999,0.0,0.0
190,"(24, 36]",102.19,0.0,0.0
190,"(36, 48]",128.95,0.0,0.0
190,"(48, 60]",140.56999999999996,0.0,0.0
190,"(60, 72]",96.07000000000002,0.0,0.0
190,"(72, 84]",65.87,0.0,0.0
190,"(84, 96]",,,
191,"(0, 12]",20.490000000000002,0.0,0.0
191,"(12, 24]",0.0,0.0,0.0
191,"(24, 36]",19.560000000000002,0.0,0.0
191,"(36, 48]",66.13,0.0,0.0
191,"(48, 60]",34.27,0.0,0.0
191,"(60, 72]",43.050000000000004,0.0,0.0
191,"(72, 84]",120.89000000000001,0.0,0.0
191,"(84, 96]",,,
192,"(0, 12]",346.33,-1.5,1.0
192,"(12, 24]",445.8300000000001,-1.0,1.0
192,"(24, 36]",502.40999999999997,-4.1,1.0
192,"(36, 48]",505.55,-1.35,1.0
192,"(48, 60]",423.43999999999994,-2.85,1.0
192,"(60, 72]",414.8300000000002,0.0,0.0
192,"(72, 84]",504.89000000000004,0.0,0.0
192,"(84, 96]",,,
193,"(0, 12]",333.97000000000014,0.0,0.0
193,"(12, 24]",523.5200000000002,0.0,0.0
193,"(24, 36]",609.5800000000003,0.0,0.0
193,"(36, 48]",671.0000000000003,-1.0,1.0
193,"(48, 60]",973.83,-1.0,1.0
193,"(60, 72]",652.84,-1.0,1.0
193,"(72, 84]",441.69000000000017,0.0,0.0
193,"(84, 96]",,,
194,"(0, 12]",219.7600000000001,0.0,0.0
194,"(12, 24]",259.73,0.0,0.0
194,"(24, 36]",148.79,0.0,0.0
194,"(36, 48]",315.7300000000002,0.0,0.0
194,"(48, 60]",62.81000000000001,0.0,0.0
194,"(60, 72]",219.45999999999998,0.0,0.0
194,"(72, 84]",196.88999999999996,0.0,0.0
194,"(84, 96]",,,
195,"(0, 12]",350.96,0.0,0.0
195,"(12, 24]",840.8800000000002,0.0,0.0
195,"(24, 36]",709.2300000000002,0.0,0.0
195,"(36, 48]",466.38000000000017,0.0,0.0
195,"(48, 60]",617.9300000000002,0.0,0.0
195,"(60, 72]",431.36000000000024,0.0,0.0
195,"(72, 84]",332.59999999999997,0.0,0.0
195,"(84, 96]",,,
196,"(0, 12]",217.61999999999998,0.0,0.0
196,"(12, 24]",679.8099999999996,-3.25,1.0
196,"(24, 36]",729.5100000000008,-3.55,1.0
196,"(36, 48]",678.5300000000004,-2.95,1.0
196,"(48, 60]",676.6200000000005,-1.75,1.0
196,"(60, 72]",796.3900000000007,-1.23,1.0
196,"(72, 84]",659.6400000000002,-3.9,1.0
196,"(84, 96]",,,
197,"(0, 12]",23.4,0.0,0.0
197,"(12, 24]",0.0,0.0,0.0
197,"(24, 36]",140.74,0.0,0.0
197,"(36, 48]",190.17000000000002,0.0,0.0
197,"(48, 60]",219.18000000000006,0.0,0.0
197,"(60, 72]",340.01000000000005,0.0,0.0
197,"(72, 84]",500.78000000000014,0.0,0.0
197,"(84, 96]",,,
198,"(0, 12]",123.96999999999997,-1.0,1.0
198,"(12, 24]",924.3799999999999,-3.0,1.0
198,"(24, 36]",1540.7800000000007,-7.49,1.0
198,"(36, 48]",1735.8099999999974,-4.0,1.0
198,"(48, 60]",1490.1600000000008,-3.5,1.0
198,"(60, 72]",768.5900000000004,-3.75,1.0
198,"(72, 84]",863.5300000000003,0.0,0.0
198,"(84, 96]",,,
199,"(0, 12]",24.599999999999998,0.0,0.0
199,"(12, 24]",128.06000000000003,0.0,0.0
199,"(24, 36]",59.41,0.0,0.0
199,"(36, 48]",16.28,-1.0,1.0
199,"(48, 60]",25.26,0.0,0.0
199,"(60, 72]",38.050000000000004,0.0,0.0
199,"(72, 84]",48.24,0.0,0.0
199,"(84, 96]",,,
200,"(0, 12]",58.63000000000001,0.0,0.0
200,"(12, 24]",52.440000000000005,0.0,0.0
200,"(24, 36]",0.0,0.0,0.0
200,"(36, 48]",172.4799999999999,0.0,0.0
200,"(48, 60]",0.0,0.0,0.0
200,"(60, 72]",16.14,0.0,0.0
200,"(72, 84]",300.36000000000007,0.0,0.0
200,"(84, 96]",,,
201,"(0, 12]",0.0,0.0,0.0
201,"(12, 24]",1.8599999999999999,0.0,0.0
201,"(24, 36]",3.8600000000000003,0.0,0.0
201,"(36, 48]",9.399999999999999,0.0,0.0
201,"(48, 60]",40.28,0.0,0.0
201,"(60, 72]",298.69000000000005,-5.0,1.0
201,"(72, 84]",467.6900000000002,0.0,0.0
201,"(84, 96]",,,
202,"(0, 12]",42.970000000000006,0.0,0.0
202,"(12, 24]",214.29,0.0,0.0
202,"(24, 36]",215.47,0.0,0.0
202,"(36, 48]",126.55,0.0,0.0
202,"(48, 60]",10.620000000000001,0.0,0.0
202,"(60, 72]",46.98000000000001,0.0,0.0
202,"(72, 84]",0.0,0.0,0.0
202,"(84, 96]",,,
203,"(0, 12]",0.0,0.0,0.0
203,"(12, 24]",117.40000000000002,0.0,0.0
203,"(24, 36]",115.24000000000001,-0.75,1.0
203,"(36, 48]",36.13,0.0,0.0
203,"(48, 60]",120.25,0.0,0.0
203,"(60, 72]",380.2800000000001,-0.55,1.0
203,"(72, 84]",45.89999999999999,0.0,0.0
203,"(84, 96]",,,
204,"(0, 12]",0.0,0.0,0.0
204,"(12, 24]",306.3699999999999,-0.55,1.0
204,"(24, 36]",249.72000000000003,0.0,0.0
204,"(36, 48]",33.510000000000005,0.0,0.0
204,"(48, 60]",27.409999999999997,-1.5,1.0
204,"(60, 72]",78.04,0.0,0.0
204,"(72, 84]",83.67,-2.0,1.0
204,"(84, 96]",,,
205,"(0, 12]",114.80999999999996,0.0,0.0
205,"(12, 24]",182.87000000000003,0.0,0.0
205,"(24, 36]",8.98,0.0,0.0
205,"(36, 48]",90.47,0.0,0.0
205,"(48, 60]",527.3199999999998,0.0,0.0
205,"(60, 72]",406.65000000000015,0.0,0.0
205,"(72, 84]",1067.1300000000006,-1.0,1.0
205,"(84, 96]",,,
206,"(0, 12]",216.49000000000007,-0.6,1.0
206,"(12, 24]",142.85999999999999,0.0,0.0
206,"(24, 36]",0.0,0.0,0.0
206,"(36, 48]",4.419999999999999,0.0,0.0
206,"(48, 60]",0.0,0.0,0.0
206,"(60, 72]",0.0,0.0,0.0
206,"(72, 84]",0.0,0.0,0.0
206,"(84, 96]",,,
207,"(0, 12]",170.05,0.0,0.0
207,"(12, 24]",219.18000000000004,0.0,0.0
207,"(24, 36]",0.0,0.0,0.0
207,"(36, 48]",150.32999999999998,0.0,0.0
207,"(48, 60]",0.0,0.0,0.0
207,"(60, 72]",91.05,0.0,0.0
207,"(72, 84]",34.75,0.0,0.0
207,"(84, 96]",,,
208,"(0, 12]",321.0300000000002,-4.8,1.0
208,"(12, 24]",741.3000000000003,-12.5,1.0
208,"(24, 36]",321.6300000000001,-6.4399999999999995,1.0
208,"(36, 48]",319.8700000000002,-9.4,1.0
208,"(48, 60]",484.22000000000014,-26.53,1.0
208,"(60, 72]",740.9100000000008,-28.419999999999998,1.0
208,"(72, 84]",514.1100000000001,-30.400000000000002,1.0
208,"(84, 96]",,,
209,"(0, 12]",0.0,0.0,0.0
209,"(12, 24]",608.49,-17.54,1.0
209,"(24, 36]",535.2200000000001,-3.3,1.0
209,"(36, 48]",1121.1299999999992,-26.279999999999998,1.0
209,"(48, 60]",891.8000000000003,-14.430000000000001,1.0
209,"(60, 72]",1166.680000000001,-30.1,1.0
209,"(72, 84]",1013.1799999999998,-2.75,1.0
209,"(84, 96]",,,
210,"(0, 12]",70.9,0.0,0.0
210,"(12, 24]",376.86000000000007,0.0,0.0
210,"(24, 36]",337.97999999999985,-1.0,1.0
210,"(36, 48]",519.8700000000002,-2.65,1.0
210,"(48, 60]",562.7700000000002,-1.35,1.0
210,"(60, 72]",507.73000000000013,-0.55,1.0
210,"(72, 84]",464.60000000000036,-2.0,1.0
210,"(84, 96]",,,
211,"(0, 12]",0.0,0.0,0.0
211,"(12, 24]",479.45000000000016,0.0,0.0
211,"(24, 36]",521.3700000000002,0.0,0.0
211,"(36, 48]",194.2199999999999,0.0,0.0
211,"(48, 60]",90.45999999999998,0.0,0.0
211,"(60, 72]",312.4499999999998,0.0,0.0
211,"(72, 84]",321.60999999999984,0.0,0.0
211,"(84, 96]",,,
212,"(0, 12]",488.41000000000025,-2.99,1.0
212,"(12, 24]",352.78000000000014,-2.5,1.0
212,"(24, 36]",261.5,0.0,0.0
212,"(36, 48]",358.9300000000003,0.0,0.0
212,"(48, 60]",306.93,0.0,0.0
212,"(60, 72]",424.4100000000002,0.0,0.0
212,"(72, 84]",512.2500000000002,0.0,0.0
212,"(84, 96]",,,
213,"(0, 12]",9.059999999999999,0.0,0.0
213,"(12, 24]",20.07,0.0,0.0
213,"(24, 36]",116.19000000000004,-1.0,1.0
213,"(36, 48]",377.42999999999995,0.0,0.0
213,"(48, 60]",0.0,0.0,0.0
213,"(60, 72]",0.0,0.0,0.0
213,"(72, 84]",1.12,0.0,0.0
213,"(84, 96]",,,
214,"(0, 12]",0.0,0.0,0.0
214,"(12, 24]",133.36,0.0,0.0
214,"(24, 36]",402.9600000000004,-0.75,1.0
214,"(36, 48]",367.4900000000002,0.0,0.0
214,"(48, 60]",336.8000000000001,-1.5,1.0
214,"(60, 72]",469.5300000000003,-1.0,1.0
214,"(72, 84]",478.58000000000027,-6.55,1.0
214,"(84, 96]",,,
215,"(0, 12]",31.229999999999997,0.0,0.0
215,"(12, 24]",67.25,0.0,0.0
215,"(24, 36]",275.0500000000001,-3.0,1.0
215,"(36, 48]",247.53000000000006,0.0,0.0
215,"(48, 60]",183.6800000000001,0.0,0.0
215,"(60, 72]",130.76000000000005,-1.0,1.0
215,"(72, 84]",329.98000000000013,-2.5,1.0
215,"(84, 96]",,,
216,"(0, 12]",113.40999999999998,0.0,0.0
216,"(12, 24]",81.1,0.0,0.0
216,"(24, 36]",496.87000000000023,-0.4,1.0
216,"(36, 48]",131.63999999999996,0.0,0.0
216,"(48, 60]",229.48,-0.5,1.0
216,"(60, 72]",327.00000000000006,0.0,0.0
216,"(72, 84]",717.71,-4.29,1.0
216,"(84, 96]",,,
217,"(0, 12]",12.700000000000001,0.0,0.0
217,"(12, 24]",343.48,-2.5,1.0
217,"(24, 36]",343.77,-1.0,1.0
217,"(36, 48]",268.7900000000001,0.0,0.0
217,"(48, 60]",327.77000000000004,-1.5,1.0
217,"(60, 72]",308.90999999999997,-2.3,1.0
217,"(72, 84]",250.54000000000005,-2.5,1.0
217,"(84, 96]",,,
218,"(0, 12]",0.0,0.0,0.0
218,"(12, 24]",1115.9900000000005,0.0,0.0
218,"(24, 36]",1232.980000000001,0.0,0.0
218,"(36, 48]",1620.150000000001,0.0,0.0
218,"(48, 60]",1274.710000000001,-3.4,1.0
218,"(60, 72]",1325.1900000000005,0.0,0.0
218,"(72, 84]",905.9800000000006,0.0,0.0
218,"(84, 96]",,,
219,"(0, 12]",199.83000000000007,0.0,0.0
219,"(12, 24]",1103.0200000000007,0.0,0.0
219,"(24, 36]",1389.580000000001,-0.2,1.0
219,"(36, 48]",1670.2800000000016,0.0,0.0
219,"(48, 60]",1530.4100000000014,-1.58,1.0
219,"(60, 72]",1678.0000000000025,-0.75,1.0
219,"(72, 84]",1592.680000000004,-0.4,1.0
219,"(84, 96]",,,
220,"(0, 12]",188.5699999999999,0.0,0.0
220,"(12, 24]",353.7699999999999,-1.0,1.0
220,"(24, 36]",305.6600000000001,0.0,0.0
220,"(36, 48]",421.1400000000002,-0.3,1.0
220,"(48, 60]",297.96,0.0,0.0
220,"(60, 72]",421.63,-2.5,1.0
220,"(72, 84]",251.60000000000005,0.0,0.0
220,"(84, 96]",,,
221,"(0, 12]",0.0,0.0,0.0
221,"(12, 24]",368.8600000000002,0.0,0.0
221,"(24, 36]",354.72999999999996,0.0,0.0
221,"(36, 48]",327.8400000000001,0.0,0.0
221,"(48, 60]",390.3799999999998,-1.0,1.0
221,"(60, 72]",365.24000000000007,0.0,0.0
221,"(72, 84]",458.6,-4.8999999999999995,1.0
221,"(84, 96]",,,
222,"(0, 12]",753.1300000000012,-1.5,1.0
222,"(12, 24]",1084.120000000001,0.0,0.0
222,"(24, 36]",1156.5500000000006,-1.5,1.0
222,"(36, 48]",807.4300000000002,-1.5,1.0
222,"(48, 60]",520.39,0.0,0.0
222,"(60, 72]",339.7500000000002,0.0,0.0
222,"(72, 84]",482.1799999999999,0.0,0.0
222,"(84, 96]",,,
223,"(0, 12]",139.59,0.0,0.0
223,"(12, 24]",746.0200000000002,0.0,0.0
223,"(24, 36]",504.99,0.0,0.0
223,"(36, 48]",164.60999999999999,0.0,0.0
223,"(48, 60]",391.6000000000001,0.0,0.0
223,"(60, 72]",294.87999999999994,0.0,0.0
223,"(72, 84]",266.4400000000001,0.0,0.0
223,"(84, 96]",,,
224,"(0, 12]",105.65,0.0,0.0
224,"(12, 24]",0.0,0.0,0.0
224,"(24, 36]",32.17999999999999,0.0,0.0
224,"(36, 48]",322.3800000000001,0.0,0.0
224,"(48, 60]",404.9700000000002,0.0,0.0
224,"(60, 72]",120.20999999999998,0.0,0.0
224,"(72, 84]",223.24999999999991,-0.75,1.0
224,"(84, 96]",,,
225,"(0, 12]",40.46,0.0,0.0
225,"(12, 24]",167.2199999999999,0.0,0.0
225,"(24, 36]",127.4,0.0,0.0
225,"(36, 48]",117.74999999999997,0.0,0.0
225,"(48, 60]",32.980000000000004,0.0,0.0
225,"(60, 72]",105.93000000000002,0.0,0.0
225,"(72, 84]",67.03999999999998,0.0,0.0
225,"(84, 96]",,,
226,"(0, 12]",118.75,0.0,0.0
226,"(12, 24]",233.10999999999996,0.0,0.0
226,"(24, 36]",374.87,0.0,0.0
226,"(36, 48]",258.67,0.0,0.0
226,"(48, 60]",101.39999999999998,0.0,0.0
226,"(60, 72]",0.0,0.0,0.0
226,"(72, 84]",0.0,0.0,0.0
226,"(84, 96]",,,
227,"(0, 12]",86.63999999999997,0.0,0.0
227,"(12, 24]",181.62999999999974,-1.35,1.0
227,"(24, 36]",114.18000000000005,0.0,0.0
227,"(36, 48]",169.38999999999965,-1.75,1.0
227,"(48, 60]",96.82000000000001,0.0,0.0
227,"(60, 72]",220.25000000000003,0.0,0.0
227,"(72, 84]",201.61,-4.5,1.0
227,"(84, 96]",,,
228,"(0, 12]",48.62,0.0,0.0
228,"(12, 24]",329.73999999999984,-2.5,1.0
228,"(24, 36]",201.22000000000006,0.0,0.0
228,"(36, 48]",137.15,0.0,0.0
228,"(48, 60]",850.0900000000004,0.0,0.0
228,"(60, 72]",267.7,-2.5,1.0
228,"(72, 84]",369.55000000000007,-2.0,1.0
228,"(84, 96]",,,
229,"(0, 12]",82.24999999999999,0.0,0.0
229,"(12, 24]",184.64,0.0,0.0
229,"(24, 36]",65.81,0.0,0.0
229,"(36, 48]",94.51000000000002,-2.0,1.0
229,"(48, 60]",166.48999999999995,0.0,0.0
229,"(60, 72]",165.46999999999997,-3.5,1.0
229,"(72, 84]",220.16,-6.0,1.0
229,"(84, 96]",,,
230,"(0, 12]",0.0,0.0,0.0
230,"(12, 24]",466.3100000000001,0.0,0.0
230,"(24, 36]",657.1900000000003,-0.75,1.0
230,"(36, 48]",725.5200000000007,0.0,0.0
230,"(48, 60]",748.3900000000001,-1.5,1.0
230,"(60, 72]",375.8200000000002,0.0,0.0
230,"(72, 84]",659.2600000000002,-1.0,1.0
230,"(84, 96]",,,
231,"(0, 12]",300.08000000000004,0.0,0.0
231,"(12, 24]",18.1,0.0,0.0
231,"(24, 36]",0.0,0.0,0.0
231,"(36, 48]",0.0,0.0,0.0
231,"(48, 60]",0.0,0.0,0.0
231,"(60, 72]",7.5,-3.75,1.0
231,"(72, 84]",0.0,0.0,0.0
231,"(84, 96]",,,
232,"(0, 12]",78.96000000000001,0.0,0.0
232,"(12, 24]",2581.0799999999986,-20.32,1.0
232,"(24, 36]",3074.059999999989,-20.82,1.0
232,"(36, 48]",2112.8400000000024,-10.99,1.0
232,"(48, 60]",1621.2300000000023,-9.09,1.0
232,"(60, 72]",1047.400000000001,-12.9,1.0
232,"(72, 84]",1487.5700000000013,-2.0,1.0
232,"(84, 96]",,,
233,"(0, 12]",0.0,0.0,0.0
233,"(12, 24]",6.0,0.0,0.0
233,"(24, 36]",0.0,0.0,0.0
233,"(36, 48]",0.0,0.0,0.0
233,"(48, 60]",49.739999999999995,-1.0,1.0
233,"(60, 72]",0.0,0.0,0.0
233,"(72, 84]",0.0,0.0,0.0
233,"(84, 96]",,,
234,"(0, 12]",26.69,0.0,0.0
234,"(12, 24]",2.99,0.0,0.0
234,"(24, 36]",163.98999999999992,0.0,0.0
234,"(36, 48]",6.71,0.0,0.0
234,"(48, 60]",0.0,0.0,0.0
234,"(60, 72]",37.26,0.0,0.0
234,"(72, 84]",17.73,0.0,0.0
234,"(84, 96]",,,
235,"(0, 12]",2048.240000000002,0.0,0.0
235,"(12, 24]",1478.42,-3.25,1.0
235,"(24, 36]",1772.9400000000014,-0.55,1.0
235,"(36, 48]",1391.900000000002,-2.35,1.0
235,"(48, 60]",1172.250000000001,0.0,0.0
235,"(60, 72]",1207.2200000000003,-0.9500000000000001,1.0
235,"(72, 84]",1281.7500000000011,0.0,0.0
235,"(84, 96]",,,
236,"(0, 12]",431.09999999999997,-7.749999999999999,1.0
236,"(12, 24]",276.86,-5.25,1.0
236,"(24, 36]",162.72000000000006,0.0,0.0
236,"(36, 48]",198.12000000000006,0.0,0.0
236,"(48, 60]",81.84000000000002,0.0,0.0
236,"(60, 72]",15.51,0.0,0.0
236,"(72, 84]",137.92000000000002,0.0,0.0
236,"(84, 96]",,,
237,"(0, 12]",0.0,0.0,0.0
237,"(12, 24]",169.89999999999998,0.0,0.0
237,"(24, 36]",112.67,0.0,0.0
237,"(36, 48]",114.03999999999999,0.0,0.0
237,"(48, 60]",4.72,0.0,0.0
237,"(60, 72]",12.5,-2.5,1.0
237,"(72, 84]",0.0,0.0,0.0
237,"(84, 96]",,,
238,"(0, 12]",237.09000000000006,0.0,0.0
238,"(12, 24]",107.61999999999999,0.0,0.0
238,"(24, 36]",44.25,0.0,0.0
238,"(36, 48]",39.07,0.0,0.0
238,"(48, 60]",2.69,0.0,0.0
238,"(60, 72]",0.0,0.0,0.0
238,"(72, 84]",154.54999999999995,0.0,0.0
238,"(84, 96]",,,
239,"(0, 12]",356.5400000000001,-1.6400000000000001,1.0
239,"(12, 24]",437.2800000000002,-5.95,1.0
239,"(24, 36]",467.81000000000023,-8.25,1.0
239,"(36, 48]",530.51,-17.59,1.0
239,"(48, 60]",545.1699999999998,-26.74,1.0
239,"(60, 72]",471.98000000000013,-11.790000000000001,1.0
239,"(72, 84]",656.58,-26.970000000000002,1.0
239,"(84, 96]",,,
240,"(0, 12]",44.12,0.0,0.0
240,"(12, 24]",74.12,0.0,0.0
240,"(24, 36]",34.53,0.0,0.0
240,"(36, 48]",0.0,0.0,0.0
240,"(48, 60]",0.0,0.0,0.0
240,"(60, 72]",4.49,0.0,0.0
240,"(72, 84]",0.0,0.0,0.0
240,"(84, 96]",,,
241,"(0, 12]",0.0,0.0,0.0
241,"(12, 24]",52.16,0.0,0.0
241,"(24, 36]",46.89,0.0,0.0
241,"(36, 48]",25.51,0.0,0.0
241,"(48, 60]",24.93,0.0,0.0
241,"(60, 72]",27.98,0.0,0.0
241,"(72, 84]",0.0,0.0,0.0
241,"(84, 96]",,,
242,"(0, 12]",95.70999999999998,0.0,0.0
242,"(12, 24]",892.1799999999996,-4.3,1.0
242,"(24, 36]",459.63,0.0,0.0
242,"(36, 48]",982.2700000000009,0.0,0.0
242,"(48, 60]",197.38999999999993,0.0,0.0
242,"(60, 72]",717.2300000000006,-1.0,1.0
242,"(72, 84]",771.1000000000004,-3.0999999999999996,1.0
242,"(84, 96]",,,
243,"(0, 12]",237.59000000000003,0.0,0.0
243,"(12, 24]",838.3400000000006,-4.0,1.0
243,"(24, 36]",781.5,-2.05,1.0
243,"(36, 48]",1021.670000000001,-2.45,1.0
243,"(48, 60]",1115.9800000000002,-1.0,1.0
243,"(60, 72]",1190.6800000000005,-2.1,1.0
243,"(72, 84]",859.3499999999998,0.0,0.0
243,"(84, 96]",,,
244,"(0, 12]",104.88999999999999,-1.0,1.0
244,"(12, 24]",281.4900000000002,0.0,0.0
244,"(24, 36]",209.97999999999993,0.0,0.0
244,"(36, 48]",150.62999999999997,0.0,0.0
244,"(48, 60]",75.05999999999999,0.0,0.0
244,"(60, 72]",280.2999999999999,0.0,0.0
244,"(72, 84]",420.3500000000001,-2.0,1.0
244,"(84, 96]",,,
245,"(0, 12]",125.53,0.0,0.0
245,"(12, 24]",54.52,0.0,0.0
245,"(24, 36]",78.47000000000003,0.0,0.0
245,"(36, 48]",244.19,0.0,0.0
245,"(48, 60]",78.77999999999999,0.0,0.0
245,"(60, 72]",113.65,0.0,0.0
245,"(72, 84]",202.23999999999995,0.0,0.0
245,"(84, 96]",,,
246,"(0, 12]",217.10999999999996,0.0,0.0
246,"(12, 24]",59.02,0.0,0.0
246,"(24, 36]",42.56,0.0,0.0
246,"(36, 48]",151.03,0.0,0.0
246,"(48, 60]",93.42,0.0,0.0
246,"(60, 72]",147.49999999999994,0.0,0.0
246,"(72, 84]",30.910000000000004,0.0,0.0
246,"(84, 96]",,,
247,"(0, 12]",84.3,0.0,0.0
247,"(12, 24]",49.940000000000005,0.0,0.0
247,"(24, 36]",0.0,0.0,0.0
247,"(36, 48]",39.68000000000001,0.0,0.0
247,"(48, 60]",44.26,0.0,0.0
247,"(60, 72]",167.11999999999995,0.0,0.0
247,"(72, 84]",473.6200000000001,0.0,0.0
247,"(84, 96]",,,
248,"(0, 12]",712.5699999999999,-15.59,1.0
248,"(12, 24]",164.74000000000004,0.0,0.0
248,"(24, 36]",1173.470000000001,-73.74,1.0
248,"(36, 48]",518.9400000000002,-4.6,1.0
248,"(48, 60]",185.69000000000003,-11.05,1.0
248,"(60, 72]",524.5000000000002,0.0,0.0
248,"(72, 84]",1146.9300000000005,-3.0,1.0
248,"(84, 96]",,,
249,"(0, 12]",103.65999999999998,0.0,0.0
249,"(12, 24]",307.32,-6.0,1.0
249,"(24, 36]",111.56999999999996,-1.0,1.0
249,"(36, 48]",490.1599999999999,-11.0,1.0
249,"(48, 60]",134.14999999999992,-5.0,1.0
249,"(60, 72]",380.3800000000003,-22.0,1.0
249,"(72, 84]",643.0100000000002,-13.0,1.0
249,"(84, 96]",,,
250,"(0, 12]",0.0,0.0,0.0
250,"(12, 24]",245.70999999999992,-5.05,1.0
250,"(24, 36]",564.5600000000003,-5.35,1.0
250,"(36, 48]",460.24000000000024,-2.3499999999999996,1.0
250,"(48, 60]",677.890000000001,-2.6,1.0
250,"(60, 72]",884.0300000000003,-3.5,1.0
250,"(72, 84]",1329.8600000000015,-5.25,1.0
250,"(84, 96]",,,
251,"(0, 12]",130.95000000000002,0.0,0.0
251,"(12, 24]",302.87000000000006,0.0,0.0
251,"(24, 36]",458.8500000000001,-0.5,1.0
251,"(36, 48]",256.50000000000006,0.0,0.0
251,"(48, 60]",278.9700000000001,0.0,0.0
251,"(60, 72]",273.75,0.0,0.0
251,"(72, 84]",172.28000000000003,0.0,0.0
251,"(84, 96]",,,
252,"(0, 12]",0.0,0.0,0.0
252,"(12, 24]",22.18,0.0,0.0
252,"(24, 36]",24.66,0.0,0.0
252,"(36, 48]",11.450000000000001,0.0,0.0
252,"(48, 60]",2.33,0.0,0.0
252,"(60, 72]",17.17,0.0,0.0
252,"(72, 84]",0.0,0.0,0.0
252,"(84, 96]",,,
253,"(0, 12]",1393.3700000000022,-22.950000000000006,1.0
253,"(12, 24]",1420.6399999999994,-17.04,1.0
253,"(24, 36]",1598.100000000002,-19.1,1.0
253,"(36, 48]",1423.1899999999991,-3.55,1.0
253,"(48, 60]",874.2600000000001,-1.05,1.0
253,"(60, 72]",1106.3300000000013,-14.1,1.0
253,"(72, 84]",1159.6900000000016,-2.0,1.0
253,"(84, 96]",,,
254,"(0, 12]",11.350000000000001,0.0,0.0
254,"(12, 24]",63.180000000000014,0.0,0.0
254,"(24, 36]",11.370000000000001,0.0,0.0
254,"(36, 48]",50.940000000000005,0.0,0.0
254,"(48, 60]",42.71,0.0,0.0
254,"(60, 72]",23.08,0.0,0.0
254,"(72, 84]",51.410000000000004,0.0,0.0
254,"(84, 96]",,,
255,"(0, 12]",64.87,0.0,0.0
255,"(12, 24]",0.0,0.0,0.0
255,"(24, 36]",245.36999999999995,0.0,0.0
255,"(36, 48]",48.13999999999999,0.0,0.0
255,"(48, 60]",45.56,0.0,0.0
255,"(60, 72]",44.74000000000001,0.0,0.0
255,"(72, 84]",69.21,0.0,0.0
255,"(84, 96]",,,
256,"(0, 12]",493.00000000000017,-9.58,1.0
256,"(12, 24]",1458.310000000002,-11.620000000000001,1.0
256,"(24, 36]",1543.930000000003,-28.740000000000002,1.0
256,"(36, 48]",1192.0400000000004,-9.549999999999999,1.0
256,"(48, 60]",1145.1200000000006,-4.49,1.0
256,"(60, 72]",1238.4100000000012,-11.49,1.0
256,"(72, 84]",1069.1600000000012,-8.04,1.0
256,"(84, 96]",,,
257,"(0, 12]",134.76999999999995,0.0,0.0
257,"(12, 24]",283.87000000000006,0.0,0.0
257,"(24, 36]",259.9800000000001,0.0,0.0
257,"(36, 48]",446.2299999999998,0.0,0.0
257,"(48, 60]",281.13999999999993,0.0,0.0
257,"(60, 72]",250.32000000000008,0.0,0.0
257,"(72, 84]",453.1100000000002,-0.65,1.0
257,"(84, 96]",,,
258,"(0, 12]",102.78000000000004,0.0,0.0
258,"(12, 24]",353.8400000000002,-7.199999999999999,1.0
